Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belarus,Gross capital formation,,,,,,,,,,,,,,,,,,,,,5130961152,5715261466,5770304495,7047819848,5103111446,3506137607,3486919883,3868304152,4157417617,2942236393,2705420154,3001510115,3309323203,4548071678,6782991852,8790939377,12162913960,15781870277,23381459064,18753912271,23268412730,22986457963,23051990359,29303193872,27459280656,16391472512,12636042239,15339730293,16856036284,18775558335,16849492227,16986953824,15933890179,17310823482
Belarus,Gross fixed capital formation (including Acquisitions less disposals of valuables),,,,,,,,,,,,,,,,,,,,,4217823998,4347129377,4585519845,5827034332,5157677381,3501698144,3127816762,3639882382,4039814107,3270170575,2686680354,2865991676,3283415141,4331887055,5995381926,8197390822,11218672234,14536943515,20704276096,18079022624,22221479867,23275685310,21949673929,28086309174,26185134588,16176729168,12140908342,14315066780,15744586177,17412988917,15567137719,15726146120,14347577777,15702158379
Belarus,Changes in inventories,,,,,,,,,,,,,,,,,,,,,869654433,1346065442,1184784650,1220615016,-54565934,4440605,359103121,228422155,117603510,-327934183,18739800,135518446,25908062,216184622,787609926,593548556,944241721,1244926762,2677182963,674889647,1046932862,-289227347,1102316429,1216884697,1274146068,214743345,495133898,1024663513,1111450107,1362569418,1282354508,1260807705,1586312402,1608665104
Belarus,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,8653061604,7083393554,10524804971,11362853348,10800086261,6881168386,6720954567,8438868645,8988846596,7186381333,6743541488,8453884892,9327625518,11610412244,15709979019,18064972932,22199761490,27592395897,37021034709,24865011170,29401680706,48462044104,51745323351,44057915198,43300680916,32749848178,29831679103,36550886015,42294880027,41927525955,37444144984,49351151290,46516105632,48014392405
Belarus,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,8218234388,6421394156,10267493556,14005444789,12745024989,7489158045,7311836870,9256038164,9727954748,7481153402,7105788423,9004388489,9833288353,12296962249,17182673825,17850098894,23741995130,30430201911,41713506031,30401397675,36940382943,49106553917,48810119031,46436133120,43907081331,32689607019,29922653863,36435171489,41384597138,42353430486,35547749096,45415048401,42031938616,47555058440
Belarus,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,19480259290,19859981927,18353600788,17368060985,15666376272,14323739454,14990947761,14574579172,15737046915,12549067247,10770187054,12772736432,15088618674,18428403815,23924384607,31231983629,38212092239,46807243743,62807178042,50873181572,57231904543,61762340943,65685903570,75527537703,78813049850,56454775753,47723549319,54725415191,60031016756,64410160389,61371673345,69673765645,73775162408,71857387068
Belarus,"Agriculture, hunting, forestry, fishing (ISIC A-B)",,,,,,,,,,,,,,,,,,,,,4304789441,3905796446,3999848341,2893568576,2067475744,2193328913,2198206433,1899266572,1843496369,1547892258,1282426245,1290034108,1473693505,1525310139,2021131138,2583866693,3183663751,3774578101,5286238151,4136446979,5089021021,4942153191,5340883170,5142739866,5755761936,3547170751,3290672649,4140416852,3956108673,4376457090,4343420473,4672735581,5932863181,5209948626
Belarus,"Mining, Manufacturing, Utilities (ISIC C-E)",,,,,,,,,,,,,,,,,,,,,7479028120,8010192711,6874439299,5114000110,4463079523,4120860642,4474610874,4472054659,4654021170,3562979270,3207555757,3860105561,4459222318,5363479513,7389364347,9552781439,11142580092,13403090439,18441770855,13799721019,14890767531,18261406201,19013522015,19516934162,19728303780,14030356881,12063353616,14390571026,15577920192,16739640020,15656251601,18809398210,20828412094,19717123714
Belarus,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,6957235461,7546793132,6663213510,4598917282,3981686535,3770124768,4168766753,4168334326,4364278278,3328979138,2460991651,2780200165,3396469067,4026268514,5639552040,7446430770,8987614355,10968287296,15472397440,11424646510,12883186560,16319092194,16278883893,16612773404,16619737527,11654692702,9617338884,11836623095,12761333753,13938298262,13186805079,15856604725,17701696432,16533806840
Belarus,Construction (ISIC F),,,,,,,,,,,,,,,,,,,,,1521895257,1456398675,1244311918,1346615085,859479470,761565422,687331426,792275733,902046540,716770028,664748663,741146072,862484167,1095695392,1471192036,2054372023,2786171555,3546413932,5304413584,4572601126,5364628623,4028035567,4818950453,7600247859,8155004315,4426011028,2711098091,2877751950,3191143211,3702295489,3584722749,3586756871,3538876280,3665091193
Belarus,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,913137154,1147465622,1144459727,1863232420,2206322073,1451264034,1273810061,1205161324,1635750555,1336517740,1158751913,1406176878,1610380904,1987888232,2471333042,3111342424,4085640204,4942947331,7138774465,6049768078,6960325800,9515434973,9436698980,9966889272,10309217851,7324167113,5641239277,6146532057,6525886149,6577306445,6283881414,7105635814,7902774076,7676888623
Belarus,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,1217516206,970932450,1430574659,2057603298,1794893054,1689295740,1606850958,1502234220,1499534769,1381371409,936608851,1170514453,1253166734,1515805231,1944132813,2427433634,3009353831,3676871998,4332952075,3751348144,4521589654,4741052942,5488336090,7120239436,6996985799,5452019566,5035075964,5921364838,6752475329,7701466850,7594601519,8747967739,8205910285,6754649110
Belarus,Other Activities (ISIC J-P),,,,,,,,,,,,,,,,,,,,,2913342349,3221730402,2390691879,4010689624,3449790037,2802350262,2844712082,2615912465,2903923723,2218568281,1927719920,2609262590,3218059923,3989471969,5004872873,6784106950,8498671704,10489292506,12639260199,11651638572,13399082091,12998143917,13512183488,17218828380,18673697765,14176281891,12480580952,13999853373,15422738259,16912937127,16200936639,18075093897,19452810251,19928260096
Belarus,Total Value Added,,,,,,,,,,,,,,,,,,,,,18349708528,18690449658,17086246057,17285709113,14841048417,13018666154,13085521835,12486904973,13438772909,10764099027,9177811372,11077239655,12877007557,15477650481,20302026249,26513903167,32706081142,39833194307,53143409337,43961523919,50225414721,54486226791,57610574196,66565878974,69618971445,48956007231,41222020549,47476490096,51426271814,56010103022,53663814394,60997588112,65861646167,62951961361
Belgium,Final consumption expenditure,18149473649,20688938663,25991808646,33670493720,39378001835,48446358687,52446528671,62265014231,76653175059,89769572480,98416541963,84199959246,74465251848,70650793572,66565478522,69121482472,94957610726,117496504803,123322749709,122653023689,152843857421,159315246295,176406040778,168470969400,182256725991,214175875055,209947451089,186535112967,191337198409,189435795262,173692913466,174527116577,190364509891,234356298600,267454671239,278803615856,293893873147,335586490602,379669347085,368222280419,366520886833,399315771226,382269469007,403774047847,411669446239,350351773083,358738332956,379104961351,411103255362,401766191769,394557825264,441021980932,442253996495,485327315305
Belgium,Household consumption expenditure (including Non-profit institutions serving households),13665726040,15388965582,19187013031,24805295495,28770228401,34556994402,37295488774,44176454621,53738650717,63056335313,69408992428,58957056248,52582298266,50233736273,47105201775,49423820048,67728039838,83849990345,89006133462,89060225855,111331779304,115397167366,127191476961,120618680487,130579252631,152828609983,149310659088,133084525977,136802057165,134475835398,123871312986,124067975935,133161270909,162837438529,185499296378,193583805425,204326609990,233792452618,262411014130,251199616788,252188695210,273490532920,261742544347,276918720519,281973361520,241206549104,248143768792,263313770444,285472842228,278553916587,266176239033,298796039357,303824118806,332646886892
Belgium,General government final consumption expenditure,4483747609,5299973082,6804795614,8865198225,10607773435,13889364285,15151039897,18088559610,22914524342,26713237167,29007549535,25242902997,21882953581,20417057298,19460276746,19697662424,27229570889,33646514458,34316616247,33592797835,41512078117,43918078929,49214563817,47852288913,51677473360,61347265073,60636792001,53450586990,54535141244,54959959864,49821600480,50459140642,57203238983,71518860071,81955374861,85219810431,89567263157,101794037984,117258332955,117022663630,114332191623,125825238305,120526924661,126855327327,129696084719,109145223979,110594564165,115791190907,125630413135,123212275183,128381586230,142225941575,138429877689,152680428412
Belgium,Gross capital formation,7920380332,8516263597,9882711922,13174191740,16974417648,17491080916,19183440899,22063348821,26751774801,30193054374,33680501939,23640449857,19890905755,16354699061,16518135680,16370885669,22282442553,29333513021,35481599133,38634438692,49990320276,48080554846,53045414480,49284279002,53908057243,62763813271,60392106506,56354022207,57776345754,58593404930,56316259203,53584708567,53607884006,66685072367,83690121032,91341356616,97862125665,115862269152,134178198018,106831267430,107841085108,129055409665,117567156997,119016907472,125126706272,107526555623,114686342212,121880285416,138652798514,132440887199,127489873728,146286762156,159853099183,163321733609
Belgium,Gross fixed capital formation (including Acquisitions less disposals of valuables),7190082112,7805340476,9411352477,12105077010,15073209754,17458863983,18506800384,21132692970,25830070987,28326485520,31479510550,22577731144,18690798016,16321126440,15308490541,16236862062,22402415871,28547602026,34206959595,37502448109,49238829933,47136237399,51884665054,47904980919,50934338471,61189764399,59190307248,55259313916,56365285453,57253830513,53320244816,53031926023,53498575683,65212075304,79248021469,85473604846,91258178093,109796259255,124912291490,109499346725,105779463120,120296948823,113838057877,116248843855,122930428775,106767981660,111562993698,117756045377,129026838305,130144844980,127466344488,143304245916,141727078280,157806939229
Belgium,Changes in inventories,730298220,710923122,471359445,1069114729,1901207893,32216933,676640515,930655851,921703815,1866568854,2200991388,1062718713,1200107739,33572622,1209645139,134023608,-119973319,785910996,1274639538,1131990583,751490344,944317446,1160749426,1379298083,2973718773,1574048872,1201799258,1094708292,1411060300,1339574417,2996014387,552782544,109308323,1472997063,4442099563,5867751770,6603947572,6066009897,9265906529,-2668079295,2061621988,8758460842,3729099120,2768063617,2196277497,758573963,3123348514,4124240039,9625960209,2296042220,23529240,2982516240,18126020903,5514794381
Belgium,Exports of goods and services,12006424935,13052284618,16423329327,22932223786,29638314796,30155976910,34529012215,39354138942,46333953229,58068250449,63564983189,56620117441,53508894557,52654598905,53686422588,53876720527,68751173657,83464416360,96422682134,104390024628,126511168178,126788100446,138078592293,126082596640,143079506603,173147017937,170846500502,163718767034,165905217531,166731346438,171786761887,169538549671,183016456470,219593071858,261796408381,286519836952,313563958757,368740547136,418418164816,332700938046,365156061525,423187943009,398975576108,413572371493,427143291975,359051241756,377606160657,417980340772,453011551861,445308040881,419501446550,536427846319,565356119426,542674883879
Belgium,Imports of goods and services,11422812273,12470505646,15284670224,22015643382,29349381421,29953480661,34320642719,39903374513,47133140229,60078315899,67142783527,58813462642,55091715259,52309624714,53191361719,52986743308,66063833447,80750741331,92538350767,100782800754,122898329892,122853348142,132094749489,118885542584,134220157819,162057383177,161990396948,153903153318,156496111418,156514813408,165003474244,160904233211,168605250992,202551914318,243726488208,270950047193,297060116701,349267150581,414937621999,322739959902,357961529747,424362474851,400397837168,412266300213,425952025321,355884802917,376759269085,418056820188,460128692310,442788775444,411854672040,525242552932,574024394596,546541176110
Belgium,Gross Domestic Product (GDP),26706893613,29821889813,37209656044,47743692938,56034095557,65676350062,71114099660,82838174716,101250630435,116316935222,126832466916,104728873161,92092675776,87182800951,83348024392,86265792548,120020099939,149396381341,162305660895,164221116191,205329637319,210507765141,234791878570,224715153451,244894490653,288029323087,279195661150,252704748890,258522650275,258245733221,236792460312,236746141604,258383599375,318082528507,369214712443,385714762230,408259840869,470922156309,517328087920,485014525992,481556503720,527196649049,498414364945,524097026599,537987419164,461044767545,474271566740,500908767352,542638913428,536726344405,529694473502,598494036474,593438820508,644782756683
Belgium,"Agriculture, hunting, forestry, fishing (ISIC A-B)",982886022,1073499109,1540205563,1900337317,1706011383,1981435953,2180406666,2118411221,2658801501,2721716585,2874271920,2519771985,2289001677,2302347309,2089779212,2054334985,2776924064,3184144128,3347701761,3879757287,4114739038,4179177984,4279512352,3808942490,3890864483,3763458760,3708587824,3388318371,3246205511,2779331821,2784691835,2626344027,2669449184,3274483103,3776736214,3242472477,3704016529,4179546876,3685124903,3485700751,4083207333,3828712119,4209481605,4007064936,3854777876,3460681657,3192751339,3654292670,3606516977,3857933056,3775757677,3919719662,4137533404,4958806052
Belgium,"Mining, Manufacturing, Utilities (ISIC C-E)",8448578349,8974091184,11181402883,14397459411,17052102186,18139365608,19382088835,21959133192,25965267673,29907026377,30486297754,23597499434,21533695311,20655814103,19457103410,20654538563,28519766535,34194669715,37852768684,38286394375,47389161713,45605384770,49628242846,46295533539,50967409209,61279119690,59333496470,54482485998,54584928991,51984951487,48170181243,46784193565,50090160633,59887703338,68443112776,70098141988,71106947014,82060798793,85201011380,74984479348,76080758353,83112534588,75588357369,79670480877,80525347990,68696045379,69117354862,73699157304,78030860663,78369708638,76316860996,78697056478,87207591138,88074627922
Belgium,Manufacturing (ISIC D),8004310664,8426553045,10517675726,13586758458,16088225526,16779271276,18003463205,20344977063,23984935555,27600615050,26288980281,20213934251,18565419211,17705698820,16755036976,17794805168,24758770247,29675340216,33142585709,33695671440,41616044605,39678111321,42930206301,39789606330,43863896483,52813903195,50724423639,46496234933,46945732805,44694827429,41523865340,40342826002,43394458525,51530124781,59406411227,61216581533,61314657349,70922375577,72388378039,62285961744,63221836973,68271646876,62907750135,66373628692,67699204318,57942868346,58090718123,62342246500,66982913128,66625189609,63626948006,64310085072,72172689207,72566748887
Belgium,Construction (ISIC F),1749350343,1919333325,2297156359,3007641427,3728089842,4446310295,4929128069,5879502643,7046849095,7801534841,8765811417,6134811342,5071091176,4395575754,3938677263,4236717100,5672730855,6814227027,8010440802,8193387189,10305104331,10371602758,11914652139,10819367929,11617529083,13740462783,12729378527,11498383786,11521084528,11868486524,10894933628,10773885839,11372415196,13992227819,16328581320,16972252723,19281477774,22869852279,26518309404,24390420733,23406853467,26288466907,24072828387,24704456459,25022710823,21100605203,21459530649,22247715153,24875861985,24905621104,24755044708,29016877671,28623125643,31416908732
Belgium,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",2941692297,3581512246,4352578165,5567499671,6610688203,7572711704,8177372684,9525754714,11592305450,12941381085,13920972777,11036665247,9768784882,9562342060,8799142948,9508118830,14384055681,18394198433,19625377382,19378585480,25825215929,27137148419,30684698559,29057825915,31025280488,35407684068,33667056412,30068844747,30658471770,30635317684,27212027087,28167459079,32825686438,42542263653,49976138984,52077369984,54347213918,62880958634,69787346992,62316786436,61802259567,68320365310,63031346806,65585390636,66886560388,56690894000,59323918881,59579611183,64035959244,63136459246,59960612716,72763366616,75112695700,81515328047
Belgium,"Transport, storage and communication (ISIC I)",1972237231,2238741361,2824102701,3659825293,4567462136,5183360555,5579992368,6532403093,8006469231,9382850625,10608620033,8529113412,7326280623,6839911565,6859271686,7178490359,9466509177,12123679622,13717844848,13828052892,17508373400,18157442520,20046503867,18777105244,21122980045,24825308210,23313133661,21385715103,23079509867,23181916673,20979581967,21686146440,23050723493,28694485016,32894250421,35047515881,37218083647,42874583170,47856470971,45475765039,44442530103,47902608878,44986618388,45585925143,46614302670,40758843647,41246198623,44009215528,47916993044,47781187133,47229694885,53405810783,52004806994,57262580861
Belgium,Other Activities (ISIC J-P),6987442222,7865218392,9974775989,12967757404,15071516301,18714804324,21716474265,26172895720,33524131018,40192061590,44828606442,41717587025,37587659155,34023008808,34651909856,35847073264,52537554763,66450564228,69816416098,68175022041,79063586477,84065361875,96007046824,91715634834,101405950620,120624443096,117703755524,105397810676,108194440461,109946777295,101119872704,102050804822,111241737263,136509454170,158022986887,166962139732,178494296474,205307614764,228745421450,223226976361,220812958860,242842183770,234263098796,249414458422,259262374912,222640737051,229465442904,244132122972,266139908329,262296795808,265394177358,297248660209,288073249106,319652957415
Belgium,Total Value Added,23082186463,25652395617,32170221660,41500520522,48735870051,56037988440,61965462886,72188100582,88793823968,102946571103,111484580343,93535448445,83576512823,77778999600,75795884375,79479273102,113357541075,141161483151,152370549574,151741199265,184206180887,189516118326,212560656586,200474409951,220030013929,259640476607,250455408418,226221558681,231284641127,230396781483,211161288465,212088833770,231250172207,284900617099,329441806601,344399892784,364152035357,420173354517,461793685100,433880128668,430628567683,472294871572,446151731350,468967776473,482166074659,413347806938,423805197258,447322114809,484606100243,480347704985,477432148341,535051491420,535159001984,582881209030
Belize,Final consumption expenditure,21072623,26315597,33738204,58898086,70891032,81252772,75201606,96736521,108110345,125648456,181972789,193845702,190256060,187992586,185649631,159683002,187450000,209439153,226706770,246998790,240177369,268635200,485760070,513018259,553054230,592937739,630526348,707210213,754931612,795285389,864161161,949845888,1033903881,1090790648,1126376463,1149625917,1166653092,1250839148,1321668303,1310821477,1377639291,1425787594,1490217598,1625830069,1690454121,1739854933,1788263785,1814680110,1878773491,1940154597,1652620301,1941141106,2259470454,2452725871
Belize,Household consumption expenditure (including Non-profit institutions serving households),17784988,22154784,28542010,49716121,59208283,69795540,64138893,83335256,89666571,101571607,151626875,160501538,152005671,147243657,143401577,116344675,140750000,163207485,180987875,201753131,195378905,218528713,395154928,417328853,449897219,482341558,512919050,575299655,614119943,646946836,702975732,772678338,841057630,887333740,916282003,935194913,949046138,1005948923,1065121858,1038115012,1091900539,1127511393,1183268936,1290884411,1342707606,1363037282,1382473513,1388177418,1433855530,1492039813,1298803282,1537297278,1809572875,1944802732
Belize,General government final consumption expenditure,3287635,4160812,5196194,9181965,11682748,11457231,11062713,13401265,18443775,24076848,30345915,33344164,38250389,40748930,42248055,43338327,46700000,46231668,45718895,45245658,44798463,50106487,90605143,95689406,103157012,110596180,117607299,131910558,140811669,148338553,161185429,177167551,192846251,203456908,210094460,214431005,217606955,244890225,256546445,272706465,285738752,298276201,306948662,334945658,347746515,376817651,405790273,426502692,444917961,448114784,353817019,403843828,449897579,507923140
Belize,Gross capital formation,7450178,9299593,12422347,20028373,25015682,33738123,31091717,34400000,40650000,54950000,46950000,50250000,37200000,38200000,49650000,45200000,46400000,62627845,85196176,121116320,106773885,127907692,141682151,166404752,125123293,141093395,136774285,137976706,137221206,188853194,270269551,227286382,230063562,208864138,211798502,237467060,243814718,250989733,344908436,263532446,265602250,210727454,238761910,284247640,365568783,366169780,402126415,341049813,378750947,402298363,378975356,528269873,611154315,613220561
Belize,Gross fixed capital formation (including Acquisitions less disposals of valuables),6341822,8028384,10742887,16537189,22560872,29313451,26059532,31450000,40600000,47600000,44100000,47800000,40400000,35750000,42850000,36350000,39750000,61424229,86400826,109912272,106773885,127907692,141682151,166404752,125123293,141093395,136555154,136758273,135718224,188874377,249967827,229751633,220847848,196389228,195599725,216014767,236014122,256206074,362630984,268674232,238066561,254178008,247880798,295058523,352068783,358137589,403314487,349204995,379903935,400332000,352636600,486012071,588640649,659913747
Belize,Changes in inventories,1108356,1271209,1679460,3491184,2454810,4424672,5032185,2950000,50000,7350000,2850000,2450000,-3200000,2450000,6800000,8850000,6650000,1203616,-1204650,11204049,,,,,,,172409,958642,1182520,-16667,15973036,-1939616,7250760,9815038,12744910,18122191,7800596,-5216342,-17722548,-5141787,27535689,-43450554,-9118888,-10810882,13500000,8032192,-1188073,-8155182,-1152988,1966363,26338756,42257802,22513667,-46693185
Belize,Exports of goods and services,10317179,13474524,18383266,24555373,41368811,52746182,32514839,49462707,51273481,55212707,68523481,65441989,54640884,58929558,109662984,124498619,126500000,163449074,186587878,195807740,223378423,214729450,285233005,289368955,320424074,329246929,355026769,382290385,401042664,440616503,487924614,490927817,542614751,583088139,592076975,674186098,823898203,862991353,935978407,767105993,885429216,1038907870,1137338142,1140192655,1186559071,1130908309,1059495918,1128699566,1182621337,1238668189,770543107,1155566835,1482477094,1632230271
Belize,Imports of goods and services,12335045,15709957,21233992,31414706,44947663,59495182,47524378,65293659,68952499,83820693,88843283,96693157,84153315,81725176,126629119,124533601,132450000,166137949,197500562,220545824,210784513,257770666,273588268,280285398,303861468,303824266,321621313,363622767,391283629,492338698,611537806,600977664,615211861,651445967,617492508,696869048,748768797,774193076,897427330,745030771,773628998,919321628,993819402,1071503106,1103766000,1151466874,1101719223,1085374483,1125906279,1200664833,900924393,1248326800,1573075205,1680452380
Belize,Gross Domestic Product (GDP),27917782,35385285,46000141,74809672,99801545,115631825,91148264,117157470,133767698,156357607,215600751,213607523,198492217,209288864,233539796,231657304,252364721,322035746,385750267,467890526,525510389,567125608,661151656,714248812,741105250,791024376,818101705,834578097,878637618,934216847,1060873198,1111257615,1188651889,1263154975,1348483967,1417077986,1544186149,1644902590,1701118195,1663590472,1750134352,1830352067,1911553139,2034171579,2138579876,2208439885,2255279537,2281258834,2307987003,2402547800,2055326783,2433086580,2839642758,3078603925
Belize,"Agriculture, hunting, forestry, fishing (ISIC A-B)",6026071,7878964,10563423,14606645,24261439,28973772,17484688,24546511,27490097,29286183,46598457,44403241,35323028,35921723,38615852,37218896,41110416,54328301,58955766,65414692,73202727,73024320,82382400,84181466,88038332,98087767,100490633,98873813,98865152,110606224,121132255,111446276,114166334,136856244,144852215,143587058,151398821,148301923,144876273,144239910,152967108,162348126,198883566,205132719,217663412,210843761,172532335,194017638,163630907,155951752,170954386,191621878,220238313,295500000
Belize,"Mining, Manufacturing, Utilities (ISIC C-E)",2531937,3225496,4279233,6575608,9235278,11406540,11160787,15255579,17545719,18333383,20805292,20441754,21835314,25022034,29614577,36133722,38762510,55813615,65115778,73668038,76522797,80257351,92099145,97907791,101667278,110290208,116248193,114122328,120295499,120314600,146046218,145595935,146500769,142503285,151572361,157001503,203865190,229004644,240814803,245756437,262628653,284634704,248381939,263066696,266108866,241166548,245813987,237018706,224705654,234780760,244532925,267221167,291072546,290996234
Belize,Manufacturing (ISIC D),2197509,2804708,3747775,5641078,8074656,10187915,10345294,13815146,16117671,16117671,18420195,18420195,18420195,23025244,25327768,29932817,29932817,45694741,53098993,60060194,63297236,62931660,71630778,74030301,77236139,82322856,87440692,85306181,87678560,90069522,107644423,105651506,106690197,105558637,111858150,115420561,123083590,128819525,127760852,129991334,127842499,127716276,142857761,150005432,150883496,160135759,160120395,158077343,149453462,154997193,144498725,165486894,188691927,180025209
Belize,Construction (ISIC F),1149521,1494085,2002520,2825520,4527758,5488081,5084012,4613181,6571607,7093853,8530032,9008759,8138347,7137374,8704115,8573553,8834676,13636302,20410425,32791150,35318158,39705765,45838638,54083341,42614690,43269773,44379491,41915743,40198531,47030175,67852586,66302528,68351453,54920206,60705038,60699100,63179063,65304856,86459690,69216556,52895135,56571198,52832292,56646420,72545282,85352969,107704894,90009691,95668341,107701643,96067179,151849372,150827411,142402876
Belize,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",5489183,6862845,8783668,15333270,18555740,21039908,18348701,23076386,26712665,31537728,40348711,42236779,37481645,36502647,40138926,39369713,43565420,52271647,63396144,81351879,97081370,110104186,138248893,147212928,150539399,153930895,156847150,163509729,176668047,196116524,225125000,241119935,248831564,261595530,271565713,291187191,299335792,313247034,333215276,308716120,315207955,333311441,369197104,405158242,419491217,428040760,416159495,415215084,407234570,465062402,341468277,437711824,569136584,617888084
Belize,"Transport, storage and communication (ISIC I)",1595444,2006735,2548846,4437955,5529030,5955625,5878066,7547685,8956586,11271209,8654678,11019620,12126613,14743144,16252681,17661582,20580020,25978476,28349886,38382457,49837237,55617916,60905378,64262315,65904826,68751704,69093228,69725506,72017824,79487259,88267806,102501591,120205840,124272323,136754826,146850035,150034687,162276991,159752295,148259479,162383862,160045103,157977627,161938256,176523084,184085764,183141875,189544297,196349850,199272699,148245785,173584432,223257295,251125218
Belize,Other Activities (ISIC J-P),8523834,10413023,12967923,25418198,26062624,28308460,26799003,32460366,34446756,41549988,45727314,52392817,59985415,65187466,68316105,69746171,72100106,82858623,100457524,127435624,146360961,160026750,185234688,205434794,221780357,239083964,251101757,263380536,280990354,301302016,328363464,342266801,367102159,409201982,444537833,474783094,506938818,544641078,551271108,578316289,603579450,625005976,659023925,698402794,727243397,758546681,793235667,819451886,868150476,873994212,767221205,868650851,952506951,1205363705
Belize,Total Value Added,25315989,31881148,41145613,69197196,88171868,101172385,84755257,107499706,121723427,139072343,170664484,179502969,174890361,184514386,201642255,208703637,224953147,284886961,336685523,419043839,478323248,518736287,604709140,653082635,670544881,713414310,738160450,751527653,789035407,854856796,976787328,1009233064,1065158117,1129349569,1209987984,1274107979,1374752370,1462776525,1516389444,1494504790,1549662161,1621916549,1686296451,1790345127,1879575256,1908036481,1918588253,1945257301,1955739796,2036763468,1768489756,2090639522,2407039099,2803276116
Benin,Final consumption expenditure,251545995,262435366,328268492,400867918,405373157,548582792,574592005,680985333,813099678,938044246,1176694695,1130719265,1255641532,1172487623,1071862994,1035399973,1384368694,1630278521,1651179519,1524686626,1859365745,1916079870,2206789729,2183198781,1507634822,2113663319,2427445797,2520867598,3002778887,3314970356,3172515428,3327726804,3753153314,4769576945,5426209306,5913653054,6385919313,7241891697,8784767011,8762882870,8551110173,9522860933,9767217379,10664806330,11045881177,9860273435,9870745149,10555709207,11532614583,11338508124,12463814340,13684318285,12389699914,13474722965
Benin,Household consumption expenditure (including Non-profit institutions serving households),176322008,184460598,231835286,284521886,291796895,403629086,450691415,542281194,665136253,748764329,938463439,915574145,1063994571,944936818,865679609,846785436,1119136285,1301092448,1374406776,1243448356,1509215153,1589232823,1847078270,1830383744,1343549288,1796663385,2112869366,2231235136,2698572719,3015415789,2888081168,3031372070,3426568465,4297303398,4880880759,5323153815,5705953129,6460244956,7783138173,7663529856,7482027274,8344089727,8527382717,9282562531,9693498801,8560727092,8655442793,9224704686,10047825820,9850211923,10675625822,11902119611,10637079378,11604935169
Benin,General government final consumption expenditure,75223987,77974768,96433206,116346033,113576262,144953706,123900590,138704139,147963425,189279917,238231255,215145120,191646961,227550805,206183385,188614537,265232409,329186073,276772743,281238269,350150591,326847047,359711459,352815037,164085534,316999933,314576431,289632462,304206168,299554567,284434260,296354734,326584849,472273547,545328547,590499239,679966183,781646741,1001628839,1099353015,1069082899,1178771206,1239834663,1382243799,1352382375,1299546343,1215302356,1331004520,1484788762,1488296200,1788188517,1782198674,1752620536,1869787796
Benin,Gross capital formation,51127300,51910453,80721467,86968595,110396794,160165697,126034865,134349964,151639233,259253633,326476450,286705871,374065318,202822416,143791119,176517797,210036288,236654500,261843728,189583339,280215693,292437201,311035863,371398299,440068148,736919844,643016215,641961749,667340528,670271533,563488465,650851154,622173735,811142736,942067134,793762240,905527032,1337816728,1344860833,1447706887,1488269329,1760370582,1701970019,2361081295,2558253626,2360978318,2396371151,3043370371,3763352166,3688309956,4021114869,5102988756,6364772359,7961987814
Benin,Gross fixed capital formation (including Acquisitions less disposals of valuables),49699431,50161334,79170928,84913959,112685050,143021614,123370955,125045651,138021421,244580066,305969386,258104369,348488429,185078433,133358339,142423037,201158558,226221556,242676989,190157132,251540945,261690514,306370676,321079832,412591647,605748573,617809435,633475956,694547175,737664742,659149147,698893633,709374572,938434463,995805374,987840908,996127571,1393420018,1550855588,1613251793,1682976215,1948980708,1805335608,2592217043,2874442747,2334087781,2331408891,2977071305,3694043955,3622609903,3954081323,5031676877,6296320799,7883688160
Benin,Changes in inventories,1427869,1749119,1550539,2054635,-2288256,17144083,2663911,9304313,13617812,14673567,20507064,28601502,25576890,17743982,10432780,34094760,8877730,10432945,19166739,-573792,28674748,30746686,4665186,50318467,27476501,131171271,25206780,8485793,-27206648,-67393209,-95660681,-48042479,-87200836,-127291727,-53738240,-194078668,-90600538,-55603290,-205994755,-165544906,-194706885,-188610127,-103365589,-231135748,-316189121,26890537,64962260,66299066,69308210,65700054,67033546,71311878,68451560,78299654
Benin,Exports of goods and services,129862546,159816539,159791144,211869480,214977445,266369700,246435316,263712350,326974856,440630057,524218808,445915489,332962937,222838984,304062440,354161673,379966067,435359680,486217679,279105166,382273533,424222218,530662268,519564250,398737279,523035734,590195210,625824468,724951590,846140859,725299850,728425481,827400071,997325893,1146035857,1213934596,1270209559,1800674175,2167058411,1940703891,2199983870,2229498370,2662401332,3451225734,4175411853,2815204783,3263416598,3455561020,3889962071,4264042872,3117343144,3700039684,3773162284,4169448538
