Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.5150964718,,,,,,,,,,783.9410577866,,,,,,,,,,,,,,,676.2682094441,,,,,,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.949691924263,,,,,,,,,,17.169205778277,,,,,,,,,,,,,,,17.764426984834,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37127775513,,,,,,,,,,18.70554393342,,,,,,,,,,,,,,,21.50833037026,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059.0001060017,,,,,,,,,,3858.4642123147,,,,,,,,,,,,,,,4621.3482508848,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7765329661831,,,,,,,,,,2.7765329661831,,,,,,,,,,,,,,,2.7765329661831,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.963555587,,,,,,,,,,1568.589936448,,,,,,,,,,,,,,,1576.100252165,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5422974461,,,,,,,,,,1127.09160013056,,,,,,,,,,,,,,,1660.5857750213,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.255989044599,,,,,,,,,,14.791442647616,,,,,,,,,,,,,,,14.354530593667,,,,,,,,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55984.0144886625,,,,,,,,,,71745.1336945468,,,,,,,,,,,,,,,90352.0021962127,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17098.266372247,,,,,,,,,,21841.732487621,,,,,,,,,,,,,,,28588.131604943,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.307763281416,,,,,,,,,,6.569878989044,,,,,,,,,,,,,,,8.618052053411,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902740.069865651,,,,,,,,,,1095912.13521199,,,,,,,,,,,,,,,1333276.18813261,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.744911154,,,,,,,,,,641.064557603,,,,,,,,,,,,,,,701.267863161,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.694601746,,,,,,,,,,1118.293872487,,,,,,,,,,,,,,,1505.01865677,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.463668072689,,,,,,,,,,166.251930471697,,,,,,,,,,,,,,,173.523418827177,,,,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.8028190284,,,,,,,,,,4901.510559999,,,,,,,,,,,,,,,5783.529448955,,,,,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46191.2103488486,,,,,,,,,,59587.4711386073,,,,,,,,,,,,,,,74133.2247458627,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.26134938785,,,,,,,,,,281.62536653705,,,,,,,,,,,,,,,294.64919953349,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.607481828,,,,,,,,,,331.570432837,,,,,,,,,,,,,,,354.977871666,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55856573486,,,,,,,,,,30.64031680955,,,,,,,,,,,,,,,25.55856573486,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.5172686525,,,,,,,,,,2231.822115818,,,,,,,,,,,,,,,2943.1988638828,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.95171308699,,,,,,,,,,298.94962576366,,,,,,,,,,,,,,,373.5388785956,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.35414443167,,,,,,,,,,323.57012570872,,,,,,,,,,,,,,,475.80354239703,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.659663474,,,,,,,,,,530.135803877,,,,,,,,,,,,,,,770.86144894,,,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7531.974293058,,,,,,,,,,9469.324429869,,,,,,,,,,,,,,,11417.635397424,,,,,,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157772.409377893,,,,,,,,,,178742.82704887,,,,,,,,,,,,,,,200598.528228731,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.039303432976,,,,,,,,,,267.30578628942,,,,,,,,,,,,,,,342.317614387356,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71228931099,,,,,,,,,,50.13103992308,,,,,,,,,,,,,,,89.0001338187,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.223880013,,,,,,,,,,792.176001659,,,,,,,,,,,,,,,1313.950219126,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15004.189086348,,,,,,,,,,18771.468907667,,,,,,,,,,,,,,,25189.868658669,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.79419993099,,,,,,,,,,818.2837511584,,,,,,,,,,,,,,,992.82935686176,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941.632232746,,,,,,,,,,7724.295165979,,,,,,,,,,,,,,,8322.489140267,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.28988287485,,,,,,,,,,1793.04451938675,,,,,,,,,,,,,,,2007.78451002665,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.460216849,,,,,,,,,,1888.331119057,,,,,,,,,,,,,,,3041.754743167,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88847097568,,,,,,,,,,6.98027799837,,,,,,,,,,,,,,,6.98027799837,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.8617892955,,,,,,,,,,1840.8777891166,,,,,,,,,,,,,,,1970.2923058736,,,,,,,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431595.873075095,,,,,,,,,,477478.844511294,,,,,,,,,,,,,,,526444.545919286,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.62397543885,,,,,,,,,,983.31574603109,,,,,,,,,,,,,,,1500.4942670095,,,,,,,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995.99221868429,,,,,,,,,,4934.3615825817,,,,,,,,,,,,,,,6202.27642420543,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9769.5392771029,,,,,,,,,,18284.7254305911,,,,,,,,,,,,,,,39082.0219712556,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.37726884993,,,,,,,,,,868.8400231741,,,,,,,,,,,,,,,1070.9807851155,,,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.0411999446,,,,,,,,,,2964.8029127171,,,,,,,,,,,,,,,3457.8679334828,,,,,,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7769.962461667,,,,,,,,,,9407.764673368,,,,,,,,,,,,,,,12151.465331954,,,,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89320180006,,,,,,,,,,4.89320180006,,,,,,,,,,,,,,,4.89320180006,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.63313532208,,,,,,,,,,320.6937924141,,,,,,,,,,,,,,,415.3979694972,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12463.9897523084,,,,,,,,,,13503.1028531104,,,,,,,,,,,,,,,14773.8047216808,,,,,,,,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50882.6402578296,,,,,,,,,,66778.557953869,,,,,,,,,,,,,,,93257.7012162311,,,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0693856062,,,,,,,,,,2284.4595736402,,,,,,,,,,,,,,,2390.7313461592,,,,,,,,
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.5307896724,,,,,,,,,,2475.1887327447,,,,,,,,,,,,,,,2678.3449841565,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3898.8335381078,,,,,,,,,,4069.3364688918,,,,,,,,,,,,,,,4165.1466845851,,,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.066655896,,,,,,,,,,1124.887336219,,,,,,,,,,,,,,,1320.83127312,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.08968036155,,,,,,,,,,1211.92105441191,,,,,,,,,,,,,,,1629.72001470289,,,,,,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.163508214698,,,,,,,,,,191.108774832135,,,,,,,,,,,,,,,292.561495650696,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408819.771600624,,,,,,,,,,443802.516926894,,,,,,,,,,,,,,,479395.744411982,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.53763311363,,,,,,,,,,77.33339107498,,,,,,,,,,,,,,,84.93705085884,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3405435906,,,,,,,,,,416.72050111764,,,,,,,,,,,,,,,678.0532012112,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701.55089285253,,,,,,,,,,5588.37440686281,,,,,,,,,,,,,,,5124.83437695558,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51076.668331033,,,,,,,,,,52919.540650472,,,,,,,,,,,,,,,52886.954870232,,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.945566324,,,,,,,,,,991.884960256,,,,,,,,,,,,,,,1506.225742599,,,,,,,,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160899.026975698,,,,,,,,,,202181.031494788,,,,,,,,,,,,,,,278597.60423775,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4925.5365305273,,,,,,,,,,6050.7449820894,,,,,,,,,,,,,,,7756.634131739,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.01110046374,,,,,,,,,,2928.38470101642,,,,,,,,,,,,,,,3789.64446851927,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.2445520298,,,,,,,,,,1047.2480902162,,,,,,,,,,,,,,,1566.4038213702,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.68631243053,,,,,,,,,,427.637087243538,,,,,,,,,,,,,,,454.083842663704,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.704975608692,,,,,,,,,,21.96598239238,,,,,,,,,,,,,,,37.833488396338,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.9897640845,,,,,,,,,,487.4739076209,,,,,,,,,,,,,,,713.58051596621,,,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.5674049939,,,,,,,,,,1259.0012304551,,,,,,,,,,,,,,,1559.8746058082,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4402822107,,,,,,,,,,18.6112290323,,,,,,,,,,,,,,,22.0137373377,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.22632517012,,,,,,,,,,895.76272176713,,,,,,,,,,,,,,,1451.27476161036,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406.75905632,,,,,,,,,,2511.142793042,,,,,,,,,,,,,,,2323.390620357,,,,,,,,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66183.4073214531,,,,,,,,,,85976.6594879046,,,,,,,,,,,,,,,115017.744536663,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.133830868,,,,,,,,,,448.18736254,,,,,,,,,,,,,,,666.354721617,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66192.1776011306,,,,,,,,,,85988.7559495676,,,,,,,,,,,,,,,115031.112066813,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6453.22796481247,,,,,,,,,,7789.56682298021,,,,,,,,,,,,,,,9545.94510076904,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49129305885,,,,,,,,,,12.00397061289,,,,,,,,,,,,,,,10.250144466754,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.23870024954,,,,,,,,,,179.48168035293,,,,,,,,,,,,,,,261.3952571006,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.722105864,,,,,,,,,,1666.238739195,,,,,,,,,,,,,,,1805.386355954,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.43864021051,,,,,,,,,,763.12914231511,,,,,,,,,,,,,,,804.81156983879,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.8122801669,,,,,,,,,,3846.6625794668,,,,,,,,,,,,,,,4064.228260083,,,,,,,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6204962246,,,,,,,,,,126.921333477,,,,,,,,,,,,,,,177.918670865,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.960950428601,,,,,,,,,,22.489805901201,,,,,,,,,,,,,,,24.87416134002,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.770279677587,,,,,,,,,,12.09646166302,,,,,,,,,,,,,,,13.36753015034,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.48125082471,,,,,,,,,,4189.8084837048,,,,,,,,,,,,,,,5092.2501822119,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,9.88598269166,,,,,,,,,,,,,,,24.42843303038,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.105601288,,,,,,,,,,705.178164059,,,,,,,,,,,,,,,948.824137612,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458840.513634336,,,,,,,,,,561383.965484127,,,,,,,,,,,,,,,671093.352486524,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136831.924820533,,,,,,,,,,146397.229857284,,,,,,,,,,,,,,,152847.242380319,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.69570918782,,,,,,,,,,728.3337347472,,,,,,,,,,,,,,,895.2206285914,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420.820841777,,,,,,,,,,16567.840710208,,,,,,,,,,,,,,,19506.66092189,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447.739098735,,,,,,,,,,2983.00338548,,,,,,,,,,,,,,,3745.362280764,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.047336794,,,,,,,,,,1743.072906522,,,,,,,,,,,,,,,2004.623641174,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88729.1021014602,,,,,,,,,,107576.83071216,,,,,,,,,,,,,,,126742.883549577,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.637910283672,,,,,,,,,,58.74173346666,,,,,,,,,,,,,,,74.47177288071,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45334.1206684871,,,,,,,,,,58375.5500841954,,,,,,,,,,,,,,,72503.5047311597,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07690714389,,,,,,,,,,26.05533072814,,,,,,,,,,,,,,,29.64733846208,,,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160899.026975698,,,,,,,,,,202181.031494788,,,,,,,,,,,,,,,278597.60423775,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66192.1776011306,,,,,,,,,,85988.7559495676,,,,,,,,,,,,,,,115031.112066813,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.60209913889,,,,,,,,,,715.56264136699,,,,,,,,,,,,,,,812.96086791395,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135.1017614404,,,,,,,,,,2481.176695368,,,,,,,,,,,,,,,2877.948643634,,,,,,,,
Turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10117.1582532431,,,,,,,,,,13051.678934934,,,,,,,,,,,,,,,15460.688239453,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2743.6695288778,,,,,,,,,,3766.2190012778,,,,,,,,,,,,,,,5282.8699697124,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.70118101,,,,,,,,,,2506.723587437,,,,,,,,,,,,,,,3854.11813924,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17618.8557873471,,,,,,,,,,17214.0328453386,,,,,,,,,,,,,,,16271.2950148036,,,,,,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562643.166004781,,,,,,,,,,670158.616922532,,,,,,,,,,,,,,,785872.105215949,,,,,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.6392554592,,,,,,,,,,953.2953664712,,,,,,,,,,,,,,,1017.8713686083,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145961.87923442,,,,,,,,,,165933.172326772,,,,,,,,,,,,,,,186573.446684379,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10833.61842591,,,,,,,,,,13159.14531138,,,,,,,,,,,,,,,15432.20254693,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.091228270678,,,,,,,,,,67.743209397148,,,,,,,,,,,,,,,68.762647893978,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4545.0385254921,,,,,,,,,,5449.132491294,,,,,,,,,,,,,,,6248.974133367,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7.26270665788,,,,,,,,,,,,,,,14.44612027988,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.44978137939,,,,,,,,,,82.49559979955,,,,,,,,,,,,,,,86.3699534747,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19737.48115501,,,,,,,,,,24722.19864016,,,,,,,,,,,,,,,28615.40605963,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13707165793,,,,,,,,,,17.942869940746,,,,,,,,,,,,,,,27.94289546269,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365096.98244964,,,,,,,,,,1609822.02240453,,,,,,,,,,,,,,,1907334.0257958,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22739576177,,,,,,,,,,17.16251509641,,,,,,,,,,,,,,,46.6826444205,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.97293582933,,,,,,,,,,1214.3049454725,,,,,,,,,,,,,,,1795.3632958403,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10324.5223022098,,,,,,,,,,13237.851396307,,,,,,,,,,,,,,,15118.6620802909,,,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.01889086,,,,,,,,,,1684.217586647,,,,,,,,,,,,,,,2079.135102238,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.308393719,,,,,,,,,,1714.541408567,,,,,,,,,,,,,,,2024.485896677,,,,,,,,
